티커,VS,GS,GS_Rank,VS_Rank,Rank,시가총액,cap_ratio,cum_cap,group
077500,0.17172138770488724,0.8044411680889569,137.0,227.0,0.6035242290748899,311709915000,0.0001855932409972798,0.19033068488318372,growth
004380,-0.8178640586404888,0.11101206350813281,300.0,496.0,0.6048387096774194,285600000000,0.00017004730064112047,0.19050073218382485,growth
009190,-0.6234359002648298,0.2577294594921948,259.0,428.0,0.6051401869158879,148023045300,8.81334708891572e-05,0.190588865654714,growth
008700,-0.8037515817581714,0.11569452133976185,299.0,491.0,0.6089613034623218,178158334200,0.00010607613381452597,0.19069494178852853,growth
003610,-0.311148434936967,0.4332138082963087,217.0,356.0,0.6095505617977528,148945596800,8.868276147836383e-05,0.1907836245500069,growth
001570,-0.7789309554913522,0.1302518839836082,295.0,479.0,0.615866388308977,223946207950,0.00013333840388904947,0.19091696295389593,growth
004770,-0.8846895794900749,0.04058348576581197,320.0,519.0,0.6165703275529865,112897835640,6.721979061206893e-05,0.19098418274450799,growth
002360,-0.9733226279369999,0.008299347550189046,335.0,543.0,0.6169429097605893,133916144650,7.973416985293531e-05,0.19106391691436092,growth
069260,-0.6017240268246793,0.2534558062322517,262.0,423.0,0.6193853427895981,1005613264800,0.00059874587243748,0.1916626627867984,growth
017900,-0.14055442031019075,0.550596400663844,186.0,297.0,0.6262626262626263,157896754175,9.401231382161525e-05,0.19175667510062,growth
017960,-0.8759060656599466,0.03314951383794312,324.0,516.0,0.627906976744186,545113386800,0.0003245625349043382,0.19208123763552434,growth
005870,-0.23084638296224094,0.4681756107194454,206.0,325.0,0.6338461538461538,127608775600,7.597873889670335e-05,0.19215721637442104,growth
009150,-0.7446611282232681,0.12354820895960074,296.0,464.0,0.6379310344827587,12025685056000,0.0071601375424827085,0.19931735391690375,growth
000270,-0.13117398388755458,0.5444578941724074,188.0,294.0,0.6394557823129252,34253202821500,0.02039448416704792,0.21971183808395167,growth
003200,1.3995000777706665,1.4381539331463058,32.0,50.0,0.64,283200000000,0.00016861833172816988,0.21988045641567985,growth
016380,-0.4913826812593211,0.2810600262402764,253.0,393.0,0.6437659033078881,1725153473250,0.0010271627847262463,0.2209076192004061,growth
035420,0.7535693106965278,1.09248308940286,84.0,129.0,0.6511627906976745,45359572002500,0.027007257623465224,0.24791487682387134,growth
005500,-0.5258609320739913,0.2491037489088328,264.0,403.0,0.6550868486352357,346110000000,0.00020607517935888726,0.24812095200323023,growth
000100,-1.0253592607006585,-0.10158540134367608,372.0,562.0,0.6619217081850534,4291364493600,0.0025550943564559836,0.2506760463596862,growth
336260,-1.22935646618738,-0.1575296792149577,394.0,594.0,0.6632996632996633,2419993175700,0.0014408729240116167,0.25211691928369784,growth
026940,-0.2682684641982451,0.40374171562747196,223.0,336.0,0.6636904761904762,97900000000,5.829002357410957e-05,0.25217520930727194,growth
013000,-0.8619264289772849,-0.00783552041045238,341.0,513.0,0.6647173489278753,64155744285,3.819856840436359e-05,0.2522134078756763,growth
006490,-1.1915258927910402,-0.14798452583967864,389.0,584.0,0.666095890410959,286811169570,0.00017076843550105453,0.2523841763111774,growth
014790,0.7462707064613874,1.0809548002297908,87.0,130.0,0.6692307692307692,186075023915,0.00011078976027128042,0.25249496607144867,growth
011090,-0.6552500996307031,0.13778155911621612,293.0,437.0,0.6704805491990846,117283658155,6.9831125625258e-05,0.2525647971970739,growth
001450,0.6018844223412141,0.9592441462752668,106.0,158.0,0.6708860759493671,2775870000000,0.0016527633068300668,0.254217560503904,growth
012690,-1.0872063417981228,-0.14162016428251717,385.0,572.0,0.6730769230769231,173347748700,0.0001032118933426131,0.2543207723972466,growth
344820,0.0431693265854176,0.6091018418796632,173.0,253.0,0.6837944664031621,942260208000,0.0005610252271426496,0.25488179762438923,growth
064350,-0.8904665647196984,-0.05059535399113961,358.0,521.0,0.6871401151631478,1997303961900,0.0011892021963617308,0.25607099982075093,growth
000910,-0.3542013942996701,0.2832126674725429,252.0,364.0,0.6923076923076923,110842494900,6.599603310249356e-05,0.2561369958538534,growth
207940,-1.22935646618738,-0.2121599746913323,412.0,594.0,0.6936026936026936,56440982000000,0.033605170289334976,0.2897421661431884,growth
005610,-0.8181656489891158,-0.02141270286032218,348.0,497.0,0.7002012072434608,686869116400,0.00040896442275060074,0.290151130565939,growth
004720,0.49179195834376277,0.8751248187004438,124.0,172.0,0.7209302325581395,127995129070,7.62087751875536e-05,0.29022733934112654,growth
084010,1.1074350171082739,1.2301698220130148,60.0,83.0,0.7228915662650602,488005333200,0.0002905601877070398,0.2905178995288336,growth
111770,-0.17758388630712107,0.3979700448393244,225.0,309.0,0.7281553398058253,2233297987200,0.001329713915443304,0.2918476134442769,growth
003230,-0.6920046440104246,0.019309892616308305,329.0,451.0,0.729490022172949,687010968000,0.0004090488817200392,0.29225666232599695,growth
011150,-1.0904942688039436,-0.23383212629597167,418.0,573.0,0.7294938917975567,144801015190,8.621506219591521e-05,0.29234287738819287,growth
085310,-0.07635386245614612,0.46975048845487194,205.0,280.0,0.7321428571428571,86382020160,5.143217560271306e-05,0.2923943095637956,growth
008730,-0.9893927838491056,-0.18603210145877014,404.0,549.0,0.7358834244080146,545600000000,0.00032485226621076793,0.29271916183000635,growth
097950,-0.4209564137947012,0.20314870483848885,277.0,376.0,0.7367021276595744,6134580795000,0.0036525521875161375,0.2963717140175225,growth
002840,-0.9008747079015437,-0.1456379597782711,388.0,525.0,0.7390476190476191,869750000000,0.0005178523800161573,0.29688956639753866,growth
005850,-0.42288382380857437,0.19735370301841687,280.0,377.0,0.7427055702917772,1353974358000,0.0008061613610475983,0.29769572775858627,growth
012610,-0.5365288747478931,0.10858163018488784,301.0,405.0,0.7432098765432099,286182991200,0.00017039441576667202,0.29786612217435293,growth
003670,-1.2167848879026915,-0.2840879970988929,440.0,590.0,0.7457627118644068,9605439280000,0.005719114219314383,0.3035852363936673,growth
025560,0.10621889906128062,0.5744777830511452,181.0,242.0,0.7479338842975206,58766492400,3.498978781781135e-05,0.3036202261814851,growth
128940,-1.1957959634808346,-0.2869332161637848,442.0,585.0,0.7555555555555555,3689232314500,0.0021965826208638593,0.30581680880234896,growth
180640,-1.1284554211457283,-0.2773837151143005,437.0,577.0,0.75736568457539,3725278531200,0.0022180446721529346,0.3080348534745019,growth
267850,-0.26860084201200474,0.26386921488820936,256.0,337.0,0.7596439169139466,190920000000,0.0001136744770252196,0.3081485279515271,growth
001460,-0.26307407957861606,0.27582196849868224,255.0,335.0,0.7611940298507462,273893677500,0.0001630773127505063,0.3083116052642776,growth
021240,-0.7782598488463959,-0.06967616660171297,364.0,478.0,0.7615062761506276,5350472377500,0.003185691123770144,0.31149729638804774,growth
001720,1.2480459564280855,1.2964314889374038,50.0,65.0,0.7692307692307693,532199637900,0.00031687364085110906,0.31181417002889883,growth
083420,-0.755184341246727,-0.06142228974056005,361.0,467.0,0.7730192719486081,229920000000,0.00013689522186066672,0.3119510652507595,growth
002960,-0.7894645157405632,-0.12315786380022387,375.0,485.0,0.7731958762886598,325650000000,0.00019389321937598347,0.31214495847013546,growth
