회사명,거래소코드,회계년도,유동비율,차입금의존도,매출액증가율,유형자산증가율,총자본증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본영업이익률,자기자본순이익률,당좌비율,부채비율,재고자산회전률,매출채권회전률,총자본회전률,매입채무회전률,현금순환주기,WCTA,RETA,TLTA,이자보상배율,vol유동비율,vol매출액증가율,vol유형자산증가율,vol총자본증가율,vol매출액총이익률,vol매출액영업이익률,vol자기자본순이익률,vol총자본영업이익률,vol당좌비율,vol부채비율,vol이자보상배율,vol재고자산회전률,vol매출채권회전률,vol총자본회전률,vol매입채무회전률,부도
(주)골드앤에스,35290,2002,388.4,5.08,3.82,1.63,-19.65,12.49,-17.85,-41.0,-15.32,-51.8,365.06,25.29,61.2,18.91,0.86,71.49,13.970000000000002,0.2773031769406479,0.0,0.2018454658547356,-10.072191766096957,149.24999999999997,-2.39,84.91,30.020000000000003,-14.35,-18.07,-14.099999999999996,-15.43,139.44,-46.00000000000001,-10.135131635857448,9.830000000000004,4.17,0.36,16.97,0.0
(주)골드앤에스,35290,2006,145.74,4.48,-3.18,6.64,6.91,22.64,-1.88,-4.53,-2.01,-6.58,131.2,33.64,54.28,9.75,1.07,71.49,41.0,0.24821947345095666,0.05684344714199464,0.2517270416357475,-8.085710684425024,-233.86,-18.84,25.4,-11.22,-5.859999999999999,-4.92,-14.69,-5.76,-206.21,-5.229999999999997,-18.797531717249612,-8.82,1.1899999999999995,-0.16999999999999993,-16.509999999999998,0.0
(주)골드앤에스,35290,2007,120.62,11.04,11.8,124.97,13.83,29.33,3.58,2.77,3.87,4.18,98.1,45.88,27.53,9.49,1.08,64.4,46.04,0.2782813714365663,0.07799682251332023,0.31448904859531523,11.327479460602493,-25.120000000000005,14.98,117.91,6.92,6.689999999999998,5.46,10.76,5.88,-33.099999999999994,12.240000000000002,19.41319014502752,-17.78,-0.2599999999999998,0.010000000000000007,-16.509999999999998,0.0
(주)골드앤에스,35290,2010,107.05,33.17,-0.99,17.89,-18.3,28.02,0.65,-17.31,0.66,-32.13,88.53,97.53,16.03,7.29,1.01,51.94,65.84,0.3941517230092593,-0.10514273775699297,0.4937391944591759,0.2885092651324338,-2.950000000000003,-6.5200000000000005,8.76,-33.39,2.09,-1.39,-33.480000000000004,-1.36,-4.469999999999999,23.090000000000003,-1.6439608366440144,-0.7399999999999984,-0.7000000000000002,0.02000000000000001,2.68,0.0
(주)골드앤에스,35290,2014,110.89,41.42,-19.61,-33.75,-16.3,26.24,-7.88,-27.38,-7.32,-75.38,90.22,217.96,9.69,5.88,0.93,29.53,87.38000000000002,0.5464011437636961,-0.8963023500686987,0.6854947575650817,-1.7264926209386495,30.209999999999994,-3.02,-33.169999999999995,16.12,-1.6900000000000013,5.73,5.529999999999987,4.32,23.599999999999994,-33.69999999999999,2.8704796400112307,-2.9800000000000004,-0.4199999999999999,0.07000000000000006,-11.75,0.0
(주)골드앤에스,35290,2015,198.8,9.47,-24.57,-33.75,-18.3,29.98,4.78,-42.33,4.05,-75.38,168.17,57.4,8.42,4.35,0.85,28.91,114.66,0.6408513911985668,-0.6499088507687615,0.3646946468970571,1.8857007405934336,87.91000000000004,-4.960000000000001,-2.3700000000000045,-2.0,3.740000000000002,12.66,7.230000000000004,11.37,77.94999999999997,-114.82,3.6121933615320834,-1.2699999999999996,-1.5300000000000002,-0.08000000000000007,-0.620000000000001,0.0
(주)골드앤에스,35290,2016,247.11,9.15,-28.4,-33.75,-22.47,39.37,2.45,2.44,1.86,2.67,190.51,29.74,7.41,3.27,0.76,33.3,150.01999999999995,0.4674361112542804,-0.8219326687523888,0.2292285569946144,2.5027587757330507,48.31,-3.8299999999999983,5.0,-4.169999999999998,9.389999999999997,-2.33,43.18,-2.1899999999999995,22.340000000000003,-27.66,0.6170580351396171,-1.0099999999999998,-1.0799999999999996,-0.08999999999999997,4.389999999999997,0.0
(주)골드카운티,58900,2002,207.27,6.49,0.0,0.0,0.0,22.14,9.64,6.8,8.69,9.43,198.05,53.72,34.57,2.05,0.9,4.28,103.72,0.5868981863731839,0.21351383465647453,0.3494598953959705,59.85780075947322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96457940374436,0.0,0.0,0.0,0.0,0.0
(주)골드카운티,58900,2006,466.93,34.88,-26.44,-23.98,79.63,0.0,-38.05,-108.74,-12.13,-75.38,464.3,63.38,15.82,2.17,0.32,6.02,130.36,0.5037507091029126,-0.5975022911081255,0.3879283445126632,-5.1909124492057614,258.79,-12.05,-26.7,72.72,-7.5,-21.18,-49.91,1.0199999999999996,230.07,-42.46,5.153241148345533,6.790000000000001,0.08999999999999986,-0.46,-1.5600000000000005,0.0
(주)골드카운티,58900,2007,566.2,56.25,-38.58,-4.13,-22.55,0.0,-53.88,-108.74,-18.98,-75.38,557.64,325.4,44.83,2.74,0.21,7.1,89.77999999999996,0.6924390310112007,-0.8963023500686987,0.7844360763037083,-6.7325470268342675,99.27000000000004,-17.94,19.85,-69.82000000000001,-14.35,-26.57,-49.91,-12.519999999999998,93.33999999999996,94.20000000000002,-1.541634577628506,28.170000000000016,0.5700000000000003,-0.12,1.08,0.0
